ts norm occ 2   detected    veh count   detected_w3 veh cnt detected_w5 veh cnt
0   0   0   0   0   0   0   0   0   0   0
0.02600002289   0   0   0   0   0   0   0   0   0   0
0.05900001526   0   0   0   0   0   0   0   1   0   0
0.112000227 0   0   0   0   1   0   0   1   0   0
0.1330001354    0.04315352697   1   0   0   1   0   0   1   0   0
0.1590001583    0   0   1   1   1   0   0   1.4 0   0
0.1860001087    0.04481327801   1   0   1   1.4 0   0   1.4 0   0
0.2130000591    0.05975103734   1.4 0   1   1.4 0   0   1.4 0   0
0.239000082 0.05145228216   1.2 0   1   1.4 0   0   1.4 0   0
0.2930002213    0.05809128631   1.3 0   1   1.3 0   0   1.4 0   0
0.3200001717    0   0   1   2   1.4 0   0   1.4 0   0
0.3470001221    0.06141078838   1.4 0   2   1.4 0   0   1.4 0   0
0.373000145 0.0531120332    1.2 0   2   1.4 0   0   1.4 0   0
0.4060001373    0.06141078838   1.4 0   2   1.4 0   0   1.4 0   0
0.4260001183    0.03485477178   0.8 0   2   1.4 0   0   1.4 0   0
0.4590001106    0.04813278008   1.1 0   2   1.1 0   0   1.4 0   0
0.487000227 0.03817427386   0.9 0   2   1.1 0   0   1.1 0   0
0.5330002308    0.04481327801   1   0   2   1   0   0   1.1 0   0
0.5600001812    0.02091286307   0.5 0   2   1   0   0   1   0   0
0.5870001316    0   0   0   2   0.5 0   0   1   0   0
0.6130001545    0   0   0   2   0   0   0   0.5 0   0
0.6400001049    0   0   0   2   0   0   0   0   0   0
0.6670000553    0   0   0   2   0   0   0   0   0   0
0.7200000286    0   0   0   2   0   0   0   0   0   0
0.7460000515    0   0   0   2   0   0   0   0   0   0
0.7730000019    0   0   0   2   0   0   0   0   0   0
0.8000001907    0   0   0   2   0   0   0   0   0   0
0.8260002136    0   0   0   2   0   0   0   0   0   0
0.853000164 0   0   0   2   0   0   0   0   0   0
0.8860001564    0   0   0   2   0   0   0   0.1 0   0
