1529067372.5534635, 0, 0, 0, 0, 0, 0
1529067372.5794635, 0, 0, 0, 0, 0, 0
1529067372.6124635, 0, 0, 0, 0, 0, 0
1529067372.6654637, 0, 0, 0, 0, 0, 0
1529067372.6864636, 0, 0.04315352697095432, 0, 0, 0, 0
1529067372.7124636, 0, 0, 0, 0, 0, 0
1529067372.7394636, 0, 0.04481327800829868, 0, 0, 0, 0
1529067372.7664635, 0, 0.059751037344398315, 0, 0, 0, 0
1529067372.7924635, 0, 0.051452282157676284, 0, 0, 0, 0
1529067372.8464637, 0, 0.05809128630705388, 0, 0, 0, 0
1529067372.8734636, 0, 0, 0, 0, 0, 0
1529067372.9004636, 0, 0.06141078838174268, 0, 0, 0, 0
1529067372.9264636, 0, 0.053112033195020794, 0, 0, 0, 0
1529067372.9594636, 0, 0.061410788381742826, 0, 0, 0, 0
1529067372.9794636, 0, 0.03485477178423243, 0, 0, 0, 0
1529067373.0124636, 0, 0.04813278008298763, 0, 0, 0, 0
1529067373.0404637, 0, 0.03817427385892123, 0, 0, 0, 0
1529067373.0864635, 0, 0.04481327800829883, 0, 0, 0, 0
1529067373.1134636, 0, 0.02091286307053951, 0, 0, 0, 0
1529067373.1404636, 0, 0, 0, 0, 0, 0
1529067373.1664636, 0, 0, 0, 0, 0, 0
1529067373.1934636, 0, 0, 0, 0, 0, 0
1529067373.2204635, 0, 0, 0, 0, 0, 0
1529067373.2734635, 0, 0, 0, 0, 0, 0
1529067373.2994635, 0, 0, 0, 0, 0, 0
1529067373.3264635, 0, 0, 0, 0, 0, 0
1529067373.3534636, 0, 0, 0, 0, 0, 0
1529067373.3794637, 0, 0, 0, 0, 0, 0
1529067373.4064636, 0, 0, 0, 0, 0, 0
1529067373.4394636, 0, 0, 0, 0, 0, 0
1529067373.4664636, 0, 0.0007966804979253007, 0, 0, 0, 0
1529067373.5134635, 0, 0.004979253112033236, 0, 0, 0, 0
1529067373.5404637, 0, 0.006639004149377599, 0, 0, 0, 0
1529067373.5664635, 0, 0.006639004149377599, 0, 0, 0, 0
1529067373.5994635, 0, 0.008298755186721962, 0, 0, 0, 0
1529067373.6264637, 0, 0.004979253112033236, 0, 0, 0, 0
1529067373.6734636, 0, 0.006639004149377599, 0, 0, 0, 0
1529067373.6994636, 0, 0.024896265560166032, 0, 0, 0, 0
1529067373.7264636, 0, 0.03651452282157679, 0, 0, 0, 0
1529067373.7534635, 0, 0.03485477178423236, 0, 0, 0, 0
